LogSource,ClassificationType,ClassificationName
Syslog - Fortinet FortiWeb,Ops/Network Traffic,Network Traffic
Syslog - Fortinet FortiWeb,Ops/Warning,Warning
Syslog - Fortinet FortiWeb,Security/Activity,Activity
Syslog - Fortinet FortiWeb,Security/Attack,Attack
Syslog - Fortinet FortiWeb,Security/Misuse,Misuse
Syslog - Fortinet FortiWeb,Security/Suspicious,Suspicious
Syslog - Foundry Switch,Audit/Access Success,Access Success
Syslog - Foundry Switch,Audit/Authentication Failure,Authentication Failure
Syslog - Foundry Switch,Audit/Authentication Success,Authentication Success
Syslog - Foundry Switch,Audit/Configuration,Configuration
Syslog - Foundry Switch,Ops/Critical,Critical
Syslog - Foundry Switch,Ops/Error,Error
Syslog - Foundry Switch,Ops/Information,Information
Syslog - Foundry Switch,Ops/Network Deny,Network Deny
Syslog - Foundry Switch,Ops/Warning,Warning
"Syslog - Gene6 FTP ",Audit/Access Failure,Access Failure
"Syslog - Gene6 FTP ",Audit/Access Success,Access Success
"Syslog - Gene6 FTP ",Audit/Authentication Failure,Authentication Failure
"Syslog - Gene6 FTP ",Audit/Authentication Success,Authentication Success
"Syslog - Gene6 FTP ",Audit/Other Audit Success,Other Audit Success
"Syslog - Gene6 FTP ",Audit/Startup and Shutdown,Startup and Shutdown
"Syslog - Gene6 FTP ",Ops/Critical,Critical
"Syslog - Gene6 FTP ",Ops/Error,Error
"Syslog - Gene6 FTP ",Ops/Information,Information
"Syslog - Gene6 FTP ",Ops/Network Traffic,Network Traffic
"Syslog - Gene6 FTP ",Ops/Other,Other Operations
"Syslog - Gene6 FTP ",Ops/Warning,Warning
Syslog - Generic CEF,Ops/Critical,Critical
Syslog - Generic CEF,Ops/Information,Information
Syslog - Generic CEF,Ops/Warning,Warning
Syslog - Generic ISC DHCP,Audit/Access Success,Access Success
Syslog - Generic ISC DHCP,Ops/Critical,Critical
Syslog - Generic ISC DHCP,Ops/Error,Error
Syslog - Generic ISC DHCP,Ops/Information,Information
Syslog - Generic ISC DHCP,Ops/Network Traffic,Network Traffic
Syslog - Generic ISC DHCP,Ops/Warning,Warning
Syslog - Generic LEEF,Ops/Information,Information
Syslog - Guardium Database Activity Monitor,Audit/Access Failure,Access Failure
Syslog - Guardium Database Activity Monitor,Audit/Access Success,Access Success
Syslog - Guardium Database Activity Monitor,Audit/Authentication Failure,Authentication Failure
Syslog - Guardium Database Activity Monitor,Audit/Authentication Success,Authentication Success
Syslog - Guardium Database Activity Monitor,Audit/Configuration,Configuration
Syslog - Guardium Database Activity Monitor,Audit/Other Audit Success,Other Audit Success
Syslog - Guardium Database Activity Monitor,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Guardium Database Activity Monitor,Ops/Critical,Critical
Syslog - Guardium Database Activity Monitor,Ops/Error,Error
Syslog - Guardium Database Activity Monitor,Ops/Information,Information
Syslog - Guardium Database Activity Monitor,Ops/Network Allow,Network Allow
Syslog - Guardium Database Activity Monitor,Ops/Network Traffic,Network Traffic
Syslog - Guardium Database Activity Monitor,Ops/Warning,Warning
Syslog - Guardium Database Activity Monitor,Security/Activity,Activity
Syslog - H3C Router,Audit/Access Success,Access Success
Syslog - H3C Router,Audit/Authentication Failure,Authentication Failure
Syslog - H3C Router,Audit/Authentication Success,Authentication Success
Syslog - H3C Router,Audit/Configuration,Configuration
Syslog - H3C Router,Ops/Critical,Critical
Syslog - H3C Router,Ops/Error,Error
Syslog - H3C Router,Ops/Information,Information
Syslog - H3C Router,Ops/Warning,Warning
Syslog - Hitachi Universal Storage Platform,Audit/Access Failure,Access Failure
Syslog - Hitachi Universal Storage Platform,Audit/Access Success,Access Success
Syslog - Hitachi Universal Storage Platform,Audit/Authentication Failure,Authentication Failure
Syslog - Hitachi Universal Storage Platform,Audit/Authentication Success,Authentication Success
Syslog - Hitachi Universal Storage Platform,Audit/Configuration,Configuration
Syslog - Hitachi Universal Storage Platform,Audit/Other Audit Failure,Other Audit Failure
Syslog - Hitachi Universal Storage Platform,Ops/Critical,Critical
Syslog - Hitachi Universal Storage Platform,Ops/Error,Error
Syslog - Hitachi Universal Storage Platform,Ops/Information,Information
Syslog - Hitachi Universal Storage Platform,Ops/Warning,Warning
Syslog - HP BladeSystem,Audit/Authentication Failure,Authentication Failure
Syslog - HP BladeSystem,Audit/Authentication Success,Authentication Success
Syslog - HP BladeSystem,Ops/Critical,Critical
Syslog - HP BladeSystem,Ops/Error,Error
Syslog - HP BladeSystem,Ops/Information,Information
Syslog - HP BladeSystem,Ops/Warning,Warning
Syslog - HP iLO,Audit/Account Modified,Account Modified
Syslog - HP iLO,Audit/Authentication Failure,Authentication Failure
Syslog - HP iLO,Audit/Authentication Success,Authentication Success
